Capital IQ Company Screening Report > [Financial Ratio Bot] Chemical companies test case,,,,,,,,,,,,,
,,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual],Exchanges [Primary Listing],Exchanges [Secondary Listings]
PT Sinar Mas Agro Resources and Technology Tbk (IDX:SMAR),IDX:SMAR,Consumer Staples (Primary); Energy; Industrials; Materials; Materials, 3.52 , 0.339 , 0.88 , 6.61 , 28.5 , 1.32 , 8.95 , 1.29 , 58.9 ,Indonesia Stock Exchange (IDX),-
PT Sinar Mas Multiartha Tbk (IDX:SMMA),IDX:SMMA,Financials (Primary); Health Care; Information Technology; Real Estate, 151.6 , 1.09 , 3.86 , 1.93 , 2.48 , 1.87 , 8.68 , 0.328 , 26.9 ,Indonesia Stock Exchange (IDX),-
PT Sinergi Inti Plastindo Tbk (IDX:ESIP),IDX:ESIP,Materials (Primary); Materials (Primary), 25.6 , 0.007 , 0.881 ,-,-, 1.35 , 10.4 , 0.921 , 25.6 ,Indonesia Stock Exchange (IDX),-
PT Sinergi Megah Internusa Tbk (IDX:NUSA),IDX:NUSA,Consumer Discretionary (Primary),NM,-, 0.512 ,-,-,-,-,-,-,Indonesia Stock Exchange (IDX),-
PT Singaraja Putra Tbk (IDX:SINI),IDX:SINI,Materials (Primary); Materials (Primary); Consumer Discretionary; Industrials,NM, 0.031 , 6.03 ,-,-, 0.963 , 6.86 , 1.26 , 68.1 ,Indonesia Stock Exchange (IDX),-
PT Sitara Propertindo Tbk (IDX:TARA),IDX:TARA,Industrials (Primary); Consumer Discretionary,NM,-, 0.486 , (18.6)  , (0.864)  , 1.28 , 19.8 , 0.02 , 4.8 ,Indonesia Stock Exchange (IDX),-
PT Siwani Makmur Tbk (IDX:SIMA),IDX:SIMA,Materials (Primary); Materials (Primary); Industrials,NM,-,NM,-, (240.4)  , 0.015 ,-,-,-,Indonesia Stock Exchange (IDX),-
PT Sky Energy Indonesia Tbk (IDX:JSKY),IDX:JSKY,Information Technology (Primary); Industrials, 51.6 , 0.015 , 1.55 , (21.6)  , 3.06 , 1.26 , 14.4 , 0.386 , 40.8 ,Indonesia Stock Exchange (IDX),-
PT SLJ Global Tbk (IDX:SULI),IDX:SULI,Materials (Primary); Materials (Primary); Utilities,NM, 0.005 ,NM, (5.53)  ,-, 0.255 , (6.64)  , 0.639 , 92.4 ,Indonesia Stock Exchange (IDX),"DB:LF9
Company: PT SLJ Global Tbk
(IQT29033545) - Deutsche Boerse AG (DB)"
PT Smartfren Telecom Tbk (IDX:FREN),IDX:FREN,Communication Services (Primary); Industrials; Information Technology,NM, 0.011 , 2.82 , 26.5 , (1.25)  , 0.249 , 8.35 , 0.284 , 61.1 ,Indonesia Stock Exchange (IDX),-
PT SMR Utama Tbk (IDX:SMRU),IDX:SMRU,Energy (Primary); Financials; Industrials,NM,-, 1.04 , (13.8)  , (35.4)  , 0.818 , 15.3 , 0.39 , 47.2 ,Indonesia Stock Exchange (IDX),-
PT Soechi Lines Tbk (IDX:SOCI),IDX:SOCI,Energy (Primary); Financials; Industrials, 3.79 , 0.018 , 0.287 , (2.18)  , 7.83 , 2.57 , 37.5 , 0.193 , 43.8 ,Indonesia Stock Exchange (IDX),-
PT Soho Global Health Tbk (IDX:SOHO),IDX:SOHO,Health Care (Primary); Consumer Staples; Financials, 29.2 , 0.462 , 2.65 ,-, 9.06 , 2.01 , 4.0 , 1.66 , 1.4 ,Indonesia Stock Exchange (IDX),-
PT Solusi Bangun Indonesia Tbk (IDX:SMCB),IDX:SMCB,Materials (Primary); Materials (Primary); Financials; Industrials, 17.2 , 0.146 , 1.69 , 2.39 , 10.1 , 1.02 , 21.7 , 0.502 , 54.1 ,Indonesia Stock Exchange (IDX),"DB:RU6
Company: PT Solusi Bangun Indonesia Tbk
(IQT20114305) - Deutsche Boerse AG (DB)"
PT Solusi Sinergi Digital Tbk (IDX:WIFI),IDX:WIFI,Information Technology (Primary); Communication Services; Consumer Staples; Industrials,NM, 0.099 , 5.37 , 117.3 , 0.415 , 2.36 , 60.4 , 0.102 , 17.4 ,Indonesia Stock Exchange (IDX),-
PT Solusi Tunas Pratama Tbk (IDX:SUPR),IDX:SUPR,Communication Services (Primary), 13.2 , 0.757 , 2.55 , 0.238 , 21.4 , 0.839 , 70.2 , 0.166 , 67.2 ,Indonesia Stock Exchange (IDX),-
PT Sona Topas Tourism Industry Tbk (IDX:SONA),IDX:SONA,Consumer Discretionary (Primary),NM,-, 2.65 , (72.2)  , (15.4)  , 7.19 ,-, 0.25 , 7.59 ,Indonesia Stock Exchange (IDX),-
PT Sreeya Sewu Indonesia Tbk (IDX:SIPD),IDX:SIPD,Consumer Staples (Primary); Industrials, 33.8 , 0.115 , 1.77 , 20.5 , 5.35 , 1.14 , 6.21 , 1.76 , 48.7 ,Indonesia Stock Exchange (IDX),-
PT Sri Rejeki Isman Tbk (IDX:SRIL),IDX:SRIL,Consumer Discretionary (Primary), 2.51 ,-, 0.319 , 19.1 , 13.5 , 2.89 , 17.8 , 0.752 , 61.1 ,Indonesia Stock Exchange (IDX),-
PT Sriwahana Adityakarta Tbk (IDX:SWAT),IDX:SWAT,Materials (Primary); Materials (Primary), 115.5 , 0.007 , 0.695 , 3.89 , 0.603 , 1.11 , 28.6 , 0.313 , 40.2 ,Indonesia Stock Exchange (IDX),-
PT Star Pacific Tbk (IDX:LPLI),IDX:LPLI,Communication Services (Primary); Industrials,NM, 0.022 , 0.462 , (16.7)  , (3.91)  , 3.99 , (15.4)  , 0.055 , 18.9 ,Indonesia Stock Exchange (IDX),"DB:LPL2
Company: PT Star Pacific Tbk
(IQT127581015) - Deutsche Boerse AG (DB)"
PT Steadfast Marine Tbk (IDX:KPAL),IDX:KPAL,Industrials (Primary),NM, 0.005 , 0.322 ,-, (11.1)  , 0.667 , 19.3 , 0.187 , 66.2 ,Indonesia Stock Exchange (IDX),-
PT Steady Safe Tbk (IDX:SAFE),IDX:SAFE,Industrials (Primary); Financials,NM, 0.017 ,NM,-,NM, 0.111 , 50.9 , 0.511 , 123.2 ,Indonesia Stock Exchange (IDX),-
PT Steel Pipe Industry of Indonesia Tbk (IDX:ISSP),IDX:ISSP,Materials (Primary); Materials (Primary), 5.18 , 0.023 , 0.542 , (1.55)  , 11.1 , 1.65 , 13.9 , 0.604 , 40.8 ,Indonesia Stock Exchange (IDX),"DB:S08
Company: PT Steel Pipe Industry of Indonesia Tbk
(IQT229802369) - Deutsche Boerse AG (DB)"
PT Sugih Energy Tbk (IDX:SUGI),IDX:SUGI,Energy (Primary); Consumer Discretionary; Industrials,NM,-, 0.541 ,-,-,-,-,-,-,Indonesia Stock Exchange (IDX),-
PT Sumber Alfaria Trijaya Tbk (IDX:AMRT),IDX:AMRT,Consumer Staples (Primary); Consumer Discretionary; Industrials, 43.9 , 0.115 , 6.71 , 6.68 , 16.1 , 0.918 , 3.97 , 3.04 , 38.0 ,Indonesia Stock Exchange (IDX),-
PT Sumber Energi Andalan Tbk (IDX:ITMA),IDX:ITMA,Industrials (Primary); Energy, 2.26 , 0.051 , 0.215 , (5.7)  , 9.99 , 1.05 , 25.5 , 0 , 0.161 ,Indonesia Stock Exchange (IDX),-
PT Sumber Global Energy Tbk (IDX:SGER),IDX:SGER,Industrials (Primary), 13.8 , 0.032 , 2.34 ,-,-, 1.68 , 4.19 , 2.63 , 52.5 ,Indonesia Stock Exchange (IDX),-
PT Sumi Indo Kabel Tbk (IDX:IKBI),IDX:IKBI,Industrials (Primary); Consumer Discretionary; Information Technology; Materials; Materials,NM, 0.021 , 0.324 , 3.73 , (3.87)  , 1.93 , 1.07 , 2.17 , 3.88 ,Indonesia Stock Exchange (IDX),-
PT Summarecon Agung Tbk (IDX:SMRA),IDX:SMRA,Real Estate (Primary); Consumer Discretionary; Consumer Staples; Health Care; Industrials, 66.0 , 0.073 , 1.73 , (3.37)  , 2.73 , 1.45 , 31.3 , 0.204 , 51.0 ,Indonesia Stock Exchange (IDX),"DB:RZU
Company: PT Summarecon Agung Tbk
(IQT20111676) - Deutsche Boerse AG (DB)"
PT Sunindo Adipersada Tbk (IDX:TOYS),IDX:TOYS,Consumer Discretionary (Primary), 255.9 , 0.009 , 0.531 , (6.97)  , 0.236 , 3.64 , 6.99 , 0.53 , 27.3 ,Indonesia Stock Exchange (IDX),-
PT Sunson Textile Manufacturer Tbk (IDX:SSTM),IDX:SSTM,Consumer Discretionary (Primary); Industrials,NM, 0.039 , 2.48 , (17.9)  , (2.63)  , 1.53 , (0.748)  , 0.442 , 40.2 ,Indonesia Stock Exchange (IDX),-
PT Sunter Lakeside Hotel Tbk (IDX:SNLK),IDX:SNLK,Consumer Discretionary (Primary),-, 0.144 ,-,-,-,-,-,-,-,Indonesia Stock Exchange (IDX),-
PT Suparma Tbk (IDX:SPMA),IDX:SPMA,Materials (Primary); Materials (Primary); Consumer Staples, 5.18 , 0.037 , 0.73 , 0.236 , 15.1 , 1.29 , 15.7 , 0.918 , 24.4 ,Indonesia Stock Exchange (IDX),-
PT Super Energy Tbk (IDX:SURE),IDX:SURE,Energy (Primary); Consumer Discretionary; Utilities,NM, 0.176 , 32.8 , 7.12 , (10.1)  , 6.71 , 19.8 , 0.335 , 40.6 ,Indonesia Stock Exchange (IDX),-
PT Superkrane Mitra Utama Tbk (IDX:SKRN),IDX:SKRN,Industrials (Primary),NM, 0.063 , 2.03 ,-, (1.68)  , 2.37 , 51.5 , 0.419 , 45.8 ,Indonesia Stock Exchange (IDX),-
PT Supra Boga Lestari Tbk (IDX:RANC),IDX:RANC,Consumer Staples (Primary), 19.3 , 0.066 , 2.02 , 9.8 , 10.7 , 1.23 , 4.98 , 2.65 , 31.2 ,Indonesia Stock Exchange (IDX),-
PT Supreme Cable Manufacturing & Commerce Tbk (IDX:SCCO),IDX:SCCO,Industrials (Primary); Materials; Materials, 12.0 , 1.01 , 0.671 , 0.363 , 5.67 , 7.65 , 5.36 , 1.14 ,-,Indonesia Stock Exchange (IDX),-
PT Surya Citra Media Tbk (IDX:SCMA),IDX:SCMA,Communication Services (Primary); Information Technology, 20.0 , 0.156 , 6.02 , 4.14 , 23.4 , 2.45 , 32.9 , 0.757 , 25.4 ,Indonesia Stock Exchange (IDX),-
PT Surya Esa Perkasa Tbk (IDX:ESSA),IDX:ESSA,Energy (Primary); Industrials,NM, 0.033 , 1.92 , 65.9 , (7.76)  , 1.35 , 26.8 , 0.208 , 59.3 ,Indonesia Stock Exchange (IDX),-
PT Surya Fajar Capital Tbk (IDX:SFAN),IDX:SFAN,Financials (Primary),NM, 0.12 , 7.12 ,-, (0.601)  , 3.76 , (79.1)  , 0.069 ,-,Indonesia Stock Exchange (IDX),-
PT Surya Permata Andalan Tbk (IDX:NATO),IDX:NATO,Consumer Discretionary (Primary),NM, 0.048 , 5.17 ,-, (0.443)  , 106.6 , (131.2)  , 0.025 ,-,Indonesia Stock Exchange (IDX),-
PT Surya Pertiwi Tbk (IDX:SPTO),IDX:SPTO,Industrials (Primary), 10.6 , 0.041 , 1.0 , (3.73)  , 5.8 , 1.44 , 12.1 , 0.64 , 19.1 ,Indonesia Stock Exchange (IDX),-
PT Surya Semesta Internusa Tbk (IDX:SSIA),IDX:SSIA,Industrials (Primary); Consumer Discretionary; Real Estate,NM, 0.041 , 0.547 , (9.5)  , (3.44)  , 1.64 , 7.66 , 0.375 , 33.0 ,Indonesia Stock Exchange (IDX),-
PT Surya Toto Indonesia Tbk (IDX:TOTO),IDX:TOTO,Industrials (Primary); Consumer Discretionary,NM, 0.019 , 1.11 , (10.1)  , (3.89)  , 3.77 , 3.56 , 0.538 , 16.8 ,Indonesia Stock Exchange (IDX),-
PT Suryamas Dutamakmur Tbk (IDX:SMDM),IDX:SMDM,Real Estate (Primary); Consumer Discretionary, 19.8 , 0.013 , 0.365 , (4.57)  , 1.73 , 2.51 , 22.1 , 0.121 , 4.34 ,Indonesia Stock Exchange (IDX),-
PT Tanah Laut Tbk (IDX:INDX),IDX:INDX,Industrials (Primary),NM, 0.011 , 1.03 ,-, 0.09 , 8.3 , 15.3 , 0.078 ,-,Indonesia Stock Exchange (IDX),-
PT TBS Energi Utama Tbk (IDX:TOBA),IDX:TOBA,Energy (Primary); Consumer Staples; Utilities, 11.7 , 0.046 , 1.22 , 2.23 , 12.9 , 0.732 , 13.4 , 0.472 , 57.2 ,Indonesia Stock Exchange (IDX),-
PT Telefast Indonesia Tbk (IDX:TFAS),IDX:TFAS,Information Technology (Primary); Consumer Discretionary; Industrials,NM,-, 30.1 ,-, 8.82 , 3.97 , 3.82 , 3.97 , 31.6 ,Indonesia Stock Exchange (IDX),-
PT Temas Tbk. (IDX:TMAS),IDX:TMAS,Industrials (Primary), 23.3 , 0.023 , 1.21 , 10.1 , 4.36 , 0.454 , 17.8 , 0.752 , 65.7 ,Indonesia Stock Exchange (IDX),"DB:P5TA
Company: PT Temas Tbk.
(IQT26444313) - Deutsche Boerse AG (DB)"
PT Tembaga Mulia Semanan Tbk (IDX:TBMS),IDX:TBMS,Industrials (Primary); Materials; Materials, 6.54 , 0.144 , 0.735 , (9.23)  , 11.8 , 1.22 , 2.01 , 2.9 , 49.1 ,Indonesia Stock Exchange (IDX),-
PT Tempo Inti Media Tbk (IDX:TMPO),IDX:TMPO,Communication Services (Primary); Consumer Discretionary; Industrials; Information Technology,NM, 0.013 , 0.822 , (13.9)  , (15.2)  , 1.75 , (10.1)  , 0.492 , 27.7 ,Indonesia Stock Exchange (IDX),-
PT Tempo Scan Pacific Tbk (IDX:TSPC),IDX:TSPC,Health Care (Primary); Communication Services; Consumer Discretionary; Consumer Staples; Industrials; Information Technology; Materials; Materials; Real Estate, 8.65 , 0.138 , 1.08 , 4.45 , 13.1 , 2.79 , 12.1 , 1.26 , 10.3 ,Indonesia Stock Exchange (IDX),-
PT Tifico Fiber Indonesia Tbk (IDX:TFCO),IDX:TFCO,Consumer Discretionary (Primary),NM, 0.072 , 0.808 , (11.8)  , (0.296)  , 5.19 , 8.57 , 0.471 , 2.13 ,Indonesia Stock Exchange (IDX),-
PT Tigaraksa Satria Tbk (IDX:TGKA),IDX:TGKA,Consumer Staples (Primary); Consumer Discretionary, 13.7 , 0.681 , 3.93 , 6.31 , 30.6 , 1.94 , 5.2 , 3.93 , 3.11 ,Indonesia Stock Exchange (IDX),-
PT TIMAH Tbk (IDX:TINS),IDX:TINS,Materials (Primary); Materials (Primary); Communication Services; Energy; Health Care; Industrials; Real Estate, 125.4 , 0.131 , 2.15 , 12.9 , 1.75 , 1.29 , 10.9 , 0.873 , 58.8 ,Indonesia Stock Exchange (IDX),"DB:TIH1
Company: PT TIMAH Tbk
(IQT115281150) - Deutsche Boerse AG (DB)"
PT Tiphone Mobile Indonesia Tbk (IDX:TELE),IDX:TELE,Consumer Discretionary (Primary); Information Technology,NM,-,NM, (11.2)  , (608.6)  , 0.186 , (35.1)  , 5.04 , 170.0 ,Indonesia Stock Exchange (IDX),-
PT Tira Austenite Tbk (IDX:TIRA),IDX:TIRA,Industrials (Primary); Information Technology; Materials; Materials,NM, 0.04 , 1.69 , (0.452)  , 0.567 , 1.39 , 6.87 , 0.822 , 34.1 ,Indonesia Stock Exchange (IDX),-
PT Tirta Mahakam Resources Tbk (IDX:TIRT),IDX:TIRT,Materials (Primary); Materials (Primary); Industrials,NM, 0.005 ,NM, (26.6)  ,NM, 0.296 , (120.4)  , 0.71 , 94.6 ,Indonesia Stock Exchange (IDX),-
PT Toba Pulp Lestari Tbk (IDX:INRU),IDX:INRU,Materials (Primary); Materials (Primary),NM, 0.071 , 0.493 , 13.8 , (12.0)  , 0.605 , 28.9 , 0.233 , 58.5 ,Indonesia Stock Exchange (IDX),-
PT Total Bangun Persada Tbk (IDX:TOTL),IDX:TOTL,Industrials (Primary); Real Estate, 13.1 , 0.028 , 0.884 , (12.8)  , 6.82 , 1.56 , 6.45 , 0.784 , 0.63 ,Indonesia Stock Exchange (IDX),"DB:T9Q
Company: PT Total Bangun Persada Tbk
(IQT31785467) - Deutsche Boerse AG (DB)"
PT Totalindo Eka Persada Tbk (IDX:TOPS),IDX:TOPS,Industrials (Primary); Consumer Discretionary; Real Estate,NM, 0.005 , 1.97 , (41.1)  , (10.6)  , 2.02 , (4.04)  , 0.125 , 52.2 ,Indonesia Stock Exchange (IDX),-
PT Tourindo Guide Indonesia Tbk (IDX:PGJO),IDX:PGJO,Communication Services (Primary); Consumer Discretionary,NM, 0.007 , 1.99 ,-,-, 29.9 ,-, 0.016 ,-,Indonesia Stock Exchange (IDX),-
PT Tower Bersama Infrastructure Tbk (IDX:TBIG),IDX:TBIG,Communication Services (Primary); Information Technology, 63.0 , 0.29 , 7.37 , 10.2 , 14.8 , 1.05 , 77.8 , 0.158 , 72.3 ,Indonesia Stock Exchange (IDX),-
PT Trada Alam Minera Tbk (IDX:TRAM),IDX:TRAM,Industrials (Primary); Energy; Financials, 14.4 ,-, 0.499 ,-,-,-,-,-,-,Indonesia Stock Exchange (IDX),-
PT Trans Power Marine Tbk (IDX:TPMA),IDX:TPMA,Industrials (Primary), 89.6 , 0.078 , 2.09 , (2.75)  , 2.3 , 1.16 , 37.6 , 0.369 , 21.0 ,Indonesia Stock Exchange (IDX),-
PT Transcoal Pacific Tbk (IDX:TCPI),IDX:TCPI,Industrials (Primary),NM, 0.785 , 31.5 , (6.22)  , 4.35 , 1.0 , 20.4 , 0.565 , 39.4 ,Indonesia Stock Exchange (IDX),-
PT Transkon Jaya Tbk (IDX:TRJA),IDX:TRJA,Industrials (Primary); Communication Services; Information Technology, 5.17 , 0.015 , 0.865 , 19.9 , 17.9 , 0.6 , 41.5 , 0.7 , 50.2 ,Indonesia Stock Exchange (IDX),-
PT Tri Banyan Tirta Tbk (IDX:ALTO),IDX:ALTO,Consumer Staples (Primary); Materials; Materials,NM, 0.034 , 2.21 , 11.2 , (1.34)  , 0.862 , 7.73 , 0.311 , 60.4 ,Indonesia Stock Exchange (IDX),-
PT Trias Sentosa Tbk (IDX:TRST),IDX:TRST,Materials (Primary); Materials (Primary); Financials; Industrials, 38.5 , 0.047 , 0.619 , 6.31 , 1.59 , 1.2 , 12.0 , 0.594 , 38.5 ,Indonesia Stock Exchange (IDX),-
PT Tridomain Performance Materials Tbk (IDX:TDPM),IDX:TDPM,Materials (Primary); Materials (Primary), 16.0 ,-, 0.546 , 16.2 , 3.23 , 0.975 , 13.0 , 0.936 , 47.9 ,Indonesia Stock Exchange (IDX),-
PT Trikomsel Oke Tbk (IDX:TRIO),IDX:TRIO,Consumer Discretionary (Primary); Information Technology,NM,-,NM, (41.8)  ,NM, 0.072 , (11.4)  , 3.99 ,NM,Indonesia Stock Exchange (IDX),-
PT Trimegah Sekuritas Indonesia Tbk (IDX:TRIM),IDX:TRIM,Financials (Primary), 18.3 , 0.011 , 1.01 , 1.52 , 5.49 , 1.39 ,-, 0.128 , 43.2 ,Indonesia Stock Exchange (IDX),-
PT Trimitra Prawara Goldland Tbk (IDX:ATAP),IDX:ATAP,Real Estate (Primary), 22.9 , 0.01 , 1.83 ,-, 5.05 , 3.93 , 17.5 , 0.424 , 19.7 ,Indonesia Stock Exchange (IDX),-
PT Trimitra Propertindo Tbk (IDX:LAND),IDX:LAND,Real Estate (Primary); Consumer Discretionary; Industrials,NM, 0.009 , 0.573 ,-, (2.23)  , 1.13 , 0.732 , 0.068 , 16.5 ,Indonesia Stock Exchange (IDX),-
PT Trimuda Nuansa Citra Tbk (IDX:TNCA),IDX:TNCA,Industrials (Primary), 112.1 , 0.032 , 3.42 ,-, 3.12 , 4.73 , 4.33 , 1.55 , 1.32 ,Indonesia Stock Exchange (IDX),-
PT Trinitan Metals and Minerals Tbk (IDX:PURE),IDX:PURE,Materials (Primary); Materials (Primary),NM, 0.01 , 2.56 , (35.7)  , (87.4)  , 0.363 , (36.1)  , 0.178 , 84.1 ,Indonesia Stock Exchange (IDX),-
PT Triniti Dinamik (IDX:TRUE),IDX:TRUE,Real Estate (Primary), 14.4 , 0.052 , 5.17 ,-,-, 1.84 , 21.2 , 0.261 , 89.9 ,Indonesia Stock Exchange (IDX),-
PT Triputra Agro Persada Tbk (IDX:TAPG),IDX:TAPG,Consumer Staples (Primary); Industrials, 9.65 , 0.066 , 2.01 ,-,-, 1.37 , 28.0 , 0.428 , 39.7 ,Indonesia Stock Exchange (IDX),-
PT Trisula International Tbk (IDX:TRIS),IDX:TRIS,Consumer Discretionary (Primary),NM, 0.01 , 0.819 , 12.0 , (1.34)  , 1.94 , 5.2 , 1.03 , 33.6 ,Indonesia Stock Exchange (IDX),-
PT Trisula Textile Industries Tbk (IDX:BELL),IDX:BELL,Consumer Discretionary (Primary),NM, 0.011 , 3.68 , 4.91 , (6.23)  , 1.43 , 5.41 , 0.94 , 43.5 ,Indonesia Stock Exchange (IDX),-
PT Triwira Insanlestari Tbk (IDX:TRIL),IDX:TRIL,Industrials (Primary); Consumer Discretionary; Materials; Materials,NM,-, 0.505 ,-, (2.89)  , 80.4 ,-, 0.002 , 2.49 ,Indonesia Stock Exchange (IDX),-
PT Tunas Alfin Tbk (IDX:TALF),IDX:TALF,Materials (Primary); Materials (Primary); Industrials, 26.9 , 0.025 , 0.367 , 14.1 , 1.42 , 1.81 , 6.7 , 0.729 , 19.0 ,Indonesia Stock Exchange (IDX),-
PT Tunas Baru Lampung Tbk (IDX:TBLA),IDX:TBLA,Consumer Staples (Primary); Energy; Materials; Materials, 6.08 , 0.074 , 0.7 , 6.57 , 12.1 , 1.49 , 23.0 , 0.59 , 62.2 ,Indonesia Stock Exchange (IDX),"DB:T2L
Company: PT Tunas Baru Lampung Tbk
(IQT100670730) - Deutsche Boerse AG (DB)"
PT Tunas Ridean Tbk (IDX:TURI),IDX:TURI,Consumer Discretionary (Primary); Industrials,NM, 0.107 , 1.63 , (15.5)  , 0.347 , 1.63 , 5.85 , 1.38 , 18.3 ,Indonesia Stock Exchange (IDX),-
PT Ulima Nitra Tbk (IDX:UNIQ),IDX:UNIQ,Energy (Primary); Industrials; Information Technology, 13.0 , 0.008 , 0.769 ,-,-, 0.726 , 35.7 , 0.619 , 46.4 ,Indonesia Stock Exchange (IDX),-
PT Ultrajaya Milk Industry & Trading Company Tbk (IDX:ULTJ),IDX:ULTJ,Consumer Staples (Primary); Industrials, 15.8 , 0.143 , 3.16 , 5.51 , 19.1 , 2.86 , 27.4 , 0.777 , 38.9 ,Indonesia Stock Exchange (IDX),-
PT Unggul Indah Cahaya Tbk (IDX:UNIC),IDX:UNIC,Materials (Primary); Materials (Primary); Consumer Discretionary; Industrials; Real Estate, 5.49 , 0.785 , 1.12 , 0.002 , 21.5 , 4.27 , 16.7 , 1.41 , 2.12 ,Indonesia Stock Exchange (IDX),-
PT Uni-Charm Indonesia Tbk (IDX:UCID),IDX:UCID,Consumer Staples (Primary); Materials; Materials, 12.1 , 0.143 , 1.43 ,-, 12.5 , 1.84 , 10.7 , 1.06 , 15.8 ,Indonesia Stock Exchange (IDX),-
PT Unilever Indonesia Tbk (IDX:UNVR),IDX:UNVR,Consumer Staples (Primary); Real Estate, 27.3 , 0.466 , 29.1 , 0.802 , 101.6 , 0.783 , 24.0 , 2.09 , 44.6 ,Indonesia Stock Exchange (IDX),-
PT United Tractors Tbk (IDX:UNTR),IDX:UNTR,Energy (Primary); Industrials; Materials; Materials, 13.2 , 1.89 , 1.24 , (5.0)  , 8.65 , 1.96 , 25.0 , 0.571 , 16.5 ,Indonesia Stock Exchange (IDX),"DB:UTY
Company: PT United Tractors Tbk
(IQT20114315) - Deutsche Boerse AG (DB)"
PT Urban Jakarta Propertindo Tbk (IDX:URBN),IDX:URBN,Real Estate (Primary), 30.8 , 0.07 , 2.34 , 52.2 , 6.24 , 1.36 , (12.1)  , 0.039 , 11.0 ,Indonesia Stock Exchange (IDX),-
PT Vale Indonesia Tbk (IDX:INCO),IDX:INCO,Materials (Primary); Materials (Primary); Energy; Industrials; Utilities, 35.4 , 0.418 , 1.51 , 6.7 , 4.35 , 4.73 , 36.6 , 0.337 , 0.003 ,Indonesia Stock Exchange (IDX),"DB:XT3B
Company: PT Vale Indonesia Tbk
(IQT20124695) - Deutsche Boerse AG (DB)"
PT Victoria Care Indonesia Tbk (IDX:VICI),IDX:VICI,Consumer Staples (Primary), 14.0 , 0.032 , 3.85 , 25.9 , 28.3 , 2.27 , 22.6 , 1.2 , 26.3 ,Indonesia Stock Exchange (IDX),-
PT Victoria Insurance Tbk (IDX:VINS),IDX:VINS,Financials (Primary), 24.7 , 0.01 , 0.832 , (6.63)  , 3.35 , 1.45 , 18.9 , 0.122 , 0.833 ,Indonesia Stock Exchange (IDX),-
PT Victoria Investama Tbk (IDX:VICO),IDX:VICO,Financials (Primary), 90.6 , 0.011 , 0.525 , (20.1)  , (0.355)  ,-,-,-,-,Indonesia Stock Exchange (IDX),-
PT Visi Media Asia Tbk (IDX:VIVA),IDX:VIVA,Communication Services (Primary); Industrials; Real Estate,NM, 0.006 ,NM, (14.7)  , (174.3)  , 0.537 , (3.65)  , 0.255 , 74.3 ,Indonesia Stock Exchange (IDX),-
PT Visi Telekomunikasi Infrastruktur Tbk (IDX:GOLD),IDX:GOLD,Communication Services (Primary); Financials; Industrials; Real Estate, 49.0 , 0.047 , 2.08 , 14.2 , 4.34 , 4.28 , 48.9 , 0.119 , 0.424 ,Indonesia Stock Exchange (IDX),-
PT Voksel Electric Tbk (IDX:VOKS),IDX:VOKS,Industrials (Primary),NM, 0.018 , 0.726 , (8.92)  , (3.26)  , 1.71 , 6.66 , 0.617 , 48.7 ,Indonesia Stock Exchange (IDX),-
PT Wahana Interfood Nusantara Tbk (IDX:COCO),IDX:COCO,Consumer Staples (Primary), 39.9 , 0.027 , 1.57 ,-, 4.27 , 1.2 , 14.3 , 1.05 , 45.4 ,Indonesia Stock Exchange (IDX),-
PT Wahana Ottomitra Multiartha Tbk (IDX:WOMF),IDX:WOMF,Financials (Primary), 21.9 , 0.022 , 0.664 , (12.2)  , 3.1 , 39.1 ,-, 0.131 , 75.9 ,Indonesia Stock Exchange (IDX),-
PT Wahana Pronatural Tbk (IDX:WAPO),IDX:WAPO,Consumer Staples (Primary); Industrials; Materials; Materials,NM, 0.01 , 1.78 , 7.57 , (2.25)  , 6.41 , (0.049)  , 2.31 ,-,Indonesia Stock Exchange (IDX),-
PT Waskita Beton Precast Tbk (IDX:WSBP),IDX:WSBP,Materials (Primary); Materials (Primary); Industrials,NM, 0.014 , 3.39 , (32.2)  , (102.5)  , 0.675 , (143.7)  , 0.166 , 83.1 ,Indonesia Stock Exchange (IDX),-
PT Waskita Karya (Persero) Tbk (IDX:WSKT),IDX:WSKT,Industrials (Primary); Consumer Discretionary; Materials; Materials; Real Estate; Utilities,NM, 0.078 , 1.68 , (33.6)  , (44.1)  , 0.685 , (29.7)  , 0.142 , 79.7 ,Indonesia Stock Exchange (IDX),-
PT WEHA Transportasi Indonesia Tbk (IDX:WEHA),IDX:WEHA,Industrials (Primary); Consumer Discretionary,NM, 0.007 , 0.515 , (18.1)  , (22.2)  , 0.387 , (16.3)  , 0.486 , 35.6 ,Indonesia Stock Exchange (IDX),-
Pt Wicaksana Overseas International Tbk (IDX:WICO),IDX:WICO,Consumer Staples (Primary); Consumer Discretionary; Health Care; Industrials,NM, 0.041 , 2.45 , 47.7 , (13.7)  , 1.46 , (0.739)  , 3.43 ,-,Indonesia Stock Exchange (IDX),-
