Capital IQ Company Screening Report > [Financial Ratio Bot] Chemical companies test case,,,,,,,,,,,,,
,,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual],Exchanges [Primary Listing],Exchanges [Secondary Listings]
Jiangsu High Hope International Group Corporation (SHSE:600981),SHSE:600981,Consumer Discretionary (Primary); Financials; Health Care; Industrials; Real Estate, 22.3 , 0.63 , 1.27 , 5.8 , 6.51 , 1.27 , 0.936 , 1.51 , 59.8 ,Shanghai Stock Exchange (SHSE),-
Jiangsu Holly Corporation (SHSE:600128),SHSE:600128,Consumer Discretionary (Primary); Consumer Staples; Industrials, 43.9 , 1.4 , 0.845 , 2.06 , 1.69 , 1.31 , 0.11 , 1.04 , 10.5 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Hongdou Industrial Co., Ltd (SHSE:600400)",SHSE:600400,Consumer Discretionary (Primary), 54.5 , 0.603 , 2.14 , (6.88)  , 4.19 , 2.37 , 6.85 , 0.469 , 3.61 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Hongtu High Technology Co., Ltd. (SHSE:600122)",SHSE:600122,Consumer Discretionary (Primary); Financials; Industrials; Information Technology; Materials; Materials; Real Estate,NM, 0.343 , 6.74 , (52.9)  , (113.9)  , 1.02 , (66.1)  , 0.199 , 90.2 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Hoperun Software Co., Ltd. (SZSE:300339)",SZSE:300339,Information Technology (Primary), 184.2 , 9.23 , 11.9 , 15.3 , 6.51 , 2.22 , 7.58 , 0.554 , 24.0 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Huachang Chemical Co., Ltd. (SZSE:002274)",SZSE:002274,Materials (Primary); Materials (Primary), 19.2 , 2.14 , 3.01 , 9.44 , 16.2 , 0.616 , 14.4 , 0.868 , 46.4 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Huahong Technology Stock Co., Ltd. (SZSE:002645)",SZSE:002645,Industrials (Primary), 24.1 , 3.27 , 2.77 , 48.1 , 12.2 , 2.37 , 9.29 , 1.04 , 5.29 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Huasheng Tianlong Photoelectric Co.,Ltd. (SZSE:300029)",SZSE:300029,Industrials (Primary); Information Technology,NM, 1.0 , 192.9 , (23.9)  , (158.9)  , 0.639 , (7.53)  , 0.707 , 62.6 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Huaxicun Co., Ltd. (SZSE:000936)",SZSE:000936,Consumer Discretionary (Primary); Financials; Industrials,NM, 1.46 , 1.3 , (3.69)  , 0.805 , 1.19 , 10.8 , 0.216 , 39.6 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Huaxin New Material Co.,Ltd. (SZSE:300717)",SZSE:300717,Materials (Primary); Materials (Primary), 45.0 , 3.17 , 2.56 , (3.98)  , 5.83 , 7.76 , 22.1 , 0.398 ,-,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Huifeng Bio Agriculture Co., Ltd. (SZSE:002496)",SZSE:002496,Materials (Primary); Materials (Primary),NM, 0.632 , 1.92 , (22.1)  , (10.8)  , 0.687 , 8.28 , 0.316 , 35.1 ,Shenzhen Stock Exchange (SZSE),-
Jiangsu Innovative Ecological New Materials Limited (SEHK:2116),SEHK:2116,Materials (Primary); Materials (Primary), 7.61 , 0.072 , 0.592 , (5.05)  , 8.0 , 12.8 , 15.6 , 0.532 ,-,The Stock Exchange of Hong Kong Ltd. (SEHK),-
"Jiangsu Jiangnan High Polymer Fiber Co.,Ltd (SHSE:600527)",SHSE:600527,Materials (Primary); Materials (Primary); Consumer Discretionary, 19.2 , 0.547 , 1.85 , (8.57)  , 9.82 , 12.3 , 26.4 , 0.448 , 0.115 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Jiangnan Water Co., Ltd. (SHSE:601199)",SHSE:601199,Utilities (Primary); Industrials, 13.8 , 0.761 , 1.1 , (1.52)  , 8.38 , 2.08 , 53.7 , 0.185 , 21.7 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Jiangyin Rural Commercial Bank Co.,LTD. (SZSE:002807)",SZSE:002807,Financials (Primary), 8.97 , 0.821 , 0.702 , 6.41 , 8.82 ,-,-,-,-,Shenzhen Stock Exchange (SZSE),-
"Jiangsu JieJie Microelectronics Co.,Ltd. (SZSE:300623)",SZSE:300623,Information Technology (Primary), 80.8 , 7.74 , 10.5 , 38.8 , 13.9 , 4.25 , 36.9 , 0.375 ,-,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Jingxue Insulation Technology Co.,Ltd. (SZSE:301010)",SZSE:301010,Industrials (Primary), 33.4 , 5.16 , 3.59 , 12.5 ,-, 1.79 , 14.2 ,-, 6.88 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Jingyuan Environmental Protection Co., Ltd. (SHSE:688096)",SHSE:688096,Industrials (Primary), 25.9 , 3.24 , 2.24 , 32.2 , 11.4 , 3.35 , 18.4 , 0.449 , 9.72 ,Shanghai Stock Exchange (SHSE),-
"JiangSu Jinji Industrial Co.,Ltd. (SZSE:300798)",SZSE:300798,Materials (Primary); Materials (Primary), 113.5 , 1.88 , 3.03 ,-, 2.84 , 3.41 , 7.0 , 0.496 ,-,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Jinling Sports Equipment Co.,Ltd. (SZSE:300651)",SZSE:300651,Consumer Discretionary (Primary); Industrials, 178.3 , 8.76 , 7.48 , 11.7 , 4.64 , 2.56 , 16.3 , 0.479 , 12.2 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Jiuding New Material Co., Ltd. (SZSE:002201)",SZSE:002201,Materials (Primary); Materials (Primary); Industrials, 170.5 , 3.35 , 7.43 , 20.0 , 4.57 , 0.786 , 16.9 , 0.696 , 46.8 ,Shenzhen Stock Exchange (SZSE),-
"JiangSu JiuWu Hi-Tech Co., Ltd. (SZSE:300631)",SZSE:300631,Industrials (Primary), 29.4 , 4.79 , 2.91 , 21.9 , 12.3 , 4.35 , 21.5 , 0.394 , 20.8 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu JIXIN Wind Energy Technology Co., Ltd. (SHSE:601218)",SHSE:601218,Industrials (Primary), 15.2 , 0.747 , 1.39 , 20.0 , 9.41 , 1.87 , 22.7 , 0.466 , 19.3 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Jujie Microfiber Technology Group Co., Ltd. (SZSE:300819)",SZSE:300819,Consumer Discretionary (Primary), 270.3 , 6.48 , 3.93 ,-, 0.803 , 4.43 , 7.49 , 0.441 , 4.03 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Kanion Pharmaceutical Co.,Ltd. (SHSE:600557)",SHSE:600557,Health Care (Primary), 24.3 , 2.28 , 1.52 , (3.31)  , 6.53 , 1.82 , 14.1 , 0.496 , 10.2 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd. (SHSE:603369)",SHSE:603369,Consumer Staples (Primary), 37.6 , 11.27 , 7.42 , 20.2 , 21.3 , 3.07 , 35.1 , 0.467 , 4.19 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Kuangshun Photosensitivity New-Material Stock Co., Ltd. (SZSE:300537)",SZSE:300537,Materials (Primary); Materials (Primary),NM, 3.68 , 3.05 , 14.7 , (17.9)  , 1.91 , 7.86 , 0.438 , 10.7 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Lanfeng Bio-chemical Co.,Ltd (SZSE:002513)",SZSE:002513,Materials (Primary); Materials (Primary), 61.2 , 1.08 , 1.51 , (9.29)  , 2.78 , 0.726 ,-, 0.535 , 21.5 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Leike Defense Technology Co., Ltd. (SZSE:002413)",SZSE:002413,Industrials (Primary); Information Technology, 43.4 , 1.41 , 1.77 , 18.3 , 4.21 , 2.89 , 18.7 , 0.235 , 17.6 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Leili Motor Co., Ltd (SZSE:300660)",SZSE:300660,Industrials (Primary); Consumer Discretionary; Financials, 17.2 , 4.29 , 2.04 , 8.16 , 12.7 , 2.28 , 15.4 , 0.692 , 1.85 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Lettall Electronic Co.,Ltd (SHSE:603629)",SHSE:603629,Information Technology (Primary), 42.2 , 4.21 , 1.98 ,-, 4.54 , 1.39 , 6.27 , 0.786 , 27.1 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Liance Electromechanical Technology Co., Ltd. (SHSE:688113)",SHSE:688113,Information Technology (Primary); Industrials,-, 12.8 ,-,-,-,-,-,-,-,Shanghai Stock Exchange (SHSE),-
"Jiangsu Lianfa Textile Co.,Ltd (SZSE:002394)",SZSE:002394,Consumer Discretionary (Primary); Industrials; Utilities, 7.37 , 1.71 , 0.728 , (1.75)  , 10.1 , 3.11 , 14.7 , 0.831 , 11.4 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Lianhuan Pharmaceutical Co., Ltd. (SHSE:600513)",SHSE:600513,Health Care (Primary), 23.4 , 1.86 , 2.33 , 22.2 , 11.1 , 1.21 , 12.6 , 0.704 , 24.6 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Lianyungang Port Co., Ltd. (SHSE:601008)",SHSE:601008,Industrials (Primary); Financials, 91.6 , 0.761 , 1.15 , 9.13 , 2.31 , 0.466 , 24.1 , 0.173 , 33.1 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Liba Enterprise Joint-Stock Co., Ltd. (SHSE:603519)",SHSE:603519,Materials (Primary); Materials (Primary), 38.7 , 2.99 , 4.99 , 6.2 , 13.3 , 1.7 , 9.67 , 0.985 ,-,Shanghai Stock Exchange (SHSE),-
"Jiangsu Lidao New Materials Co., Ltd. (SHSE:603937)",SHSE:603937,Materials (Primary); Materials (Primary); Industrials, 18.9 , 2.58 , 1.72 , 6.58 , 9.47 , 5.89 , 12.3 , 0.785 , 1.32 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Lihua Animal Husbandry Co., Ltd. (SZSE:300761)",SZSE:300761,Consumer Staples (Primary), 17.4 , 7.11 , 1.85 ,-, 10.9 , 1.89 , 10.9 , 0.968 , 8.44 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Linyang Energy Co., Ltd. (SHSE:601222)",SHSE:601222,Industrials (Primary); Information Technology, 15.1 , 1.7 , 1.28 , 19.9 , 9.71 , 3.01 , 31.6 , 0.311 , 37.6 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu LiXing General Steel Ball Co., Ltd. (SZSE:300421)",SZSE:300421,Industrials, 42.2 , 3.39 , 3.06 , 9.55 , 7.41 , 3.27 , 18.4 , 0.543 , 8.69 ,Shenzhen Stock Exchange (SZSE),-
"JIANGSU LOPAL TECH.CO.,Ltd. (SHSE:603906)",SHSE:603906,Materials (Primary); Materials (Primary); Consumer Discretionary; Energy, 62.3 , 7.09 , 8.33 , 18.8 , 14.9 , 2.12 , 16.4 , 0.747 , 16.8 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Luokai Mechanical &Electrical Co., Ltd. (SHSE:603829)",SHSE:603829,Information Technology (Primary); Industrials, 21.1 , 2.23 , 2.3 , 26.2 , 11.0 , 1.84 , 11.5 , 0.734 , 16.7 ,Shanghai Stock Exchange (SHSE),-
Jiangsu Maixinlin Aviation Science and Technology Corp. (SHSE:688685),SHSE:688685,Industrials (Primary),-, 5.57 ,-,-,-,-,-,-,-,Shanghai Stock Exchange (SHSE),-
"Jiangsu Maysta Chemical Co., Ltd. (SHSE:603041)",SHSE:603041,Materials (Primary); Materials (Primary), 15.6 , 2.54 , 1.91 , 13.3 , 12.8 , 7.08 , 24.3 , 0.415 , 0.325 ,Shanghai Stock Exchange (SHSE),-
Jiangsu NandaSoft Technology Company Limited (SEHK:8045),SEHK:8045,Information Technology (Primary); Communication Services; Health Care; Real Estate,NM, 0.008 , 0.724 , 9.17 , (5.38)  ,-, 0.417 , 0.463 , 53.9 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
"Jiangsu Nanfang Bearing Co.,Ltd. (SZSE:002553)",SZSE:002553,Industrials (Primary); Consumer Discretionary, 9.28 , 2.16 , 3.45 , 8.23 , 43.6 , 4.19 , 24.2 , 0.45 , 0.255 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Nanfang Medical Co., Ltd. (SHSE:603880)",SHSE:603880,Health Care (Primary), 21.3 , 1.51 , 3.03 , 30.4 , 15.2 , 1.66 , 14.0 , 1.1 , 20.2 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Nata Opto-electronic Material Co., Ltd. (SZSE:300346)",SZSE:300346,Materials (Primary); Materials (Primary); Information Technology, 161.0 , 7.97 , 10.8 , 48.3 , 8.13 , 2.16 , 20.0 , 0.244 , 10.6 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu New Energy Development Co., Ltd. (SHSE:603693)",SHSE:603693,Utilities (Primary); Industrials, 46.3 , 2.85 , 1.59 , 4.52 , 3.5 , 2.21 , 62.2 , 0.158 , 50.1 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Newamstar Packaging Machinery Co.,Ltd (SZSE:300509)",SZSE:300509,Industrials (Primary), 30.9 , 1.5 , 3.27 , 11.8 , 9.96 , 1.37 , 11.0 , 0.444 , 16.6 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Nhwa Pharmaceutical Co., LTD (SZSE:002262)",SZSE:002262,Health Care (Primary), 20.2 , 3.21 , 3.55 , 0.441 , 18.9 , 5.57 , 26.1 , 0.751 , 0.923 ,Shenzhen Stock Exchange (SZSE),-
Jiangsu Nonghua Intelligent Agriculture Technology Co.ltd (SZSE:000816),SZSE:000816,Industrials (Primary); Consumer Discretionary,NM, 0.58 , 1.91 , 0.031 , 3.16 , 1.29 , 8.97 , 0.463 , 9.46 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Olive Sensors High-Tech Co., Ltd. (SZSE:300507)",SZSE:300507,Consumer Discretionary (Primary), 35.3 , 1.89 , 3.37 , 11.9 , 12.4 , 4.65 , 17.8 , 0.603 , 2.74 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Pacific Precision Forging Co., Ltd. (SZSE:300258)",SZSE:300258,Consumer Discretionary (Primary); Industrials, 31.4 , 2.74 , 2.0 , 2.87 , 6.92 , 1.85 , 31.2 , 0.322 , 19.6 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Pacific Quartz Co., Ltd (SHSE:603688)",SHSE:603688,Information Technology (Primary), 41.2 , 4.9 , 4.06 , 6.23 , 11.2 , 15.3 , 30.6 , 0.314 , 5.26 ,Shanghai Stock Exchange (SHSE),-
Jiangsu Phoenix Property Investment Company Limited (SHSE:600716),SHSE:600716,Real Estate (Primary), 33.6 , 0.846 , 0.708 , (8.02)  , 1.89 , 4.69 , 9.59 , 0.103 , 11.8 ,Shanghai Stock Exchange (SHSE),-
Jiangsu Phoenix Publishing & Media Corporation Limited (SHSE:601928),SHSE:601928,Communication Services (Primary), 9.28 , 1.52 , 1.22 , 6.07 , 13.5 , 1.3 , 11.9 , 0.491 , 0.537 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Provincial Agricultural Reclamation and Development Co.,Ltd. (SHSE:601952)",SHSE:601952,Consumer Staples (Primary); Materials; Materials, 21.6 , 2.19 , 2.74 , 27.9 , 12.0 , 4.08 , 10.6 , 1.03 , 2.71 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Rainbow Heavy Industries Co., Ltd. (SZSE:002483)",SZSE:002483,Industrials (Primary); Utilities, 14.2 , 1.01 , 1.15 , 29.5 , 8.02 , 1.41 , 14.7 , 0.563 , 18.6 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Rijiu Optoelectronics Jointstock Co., Ltd (SZSE:003015)",SZSE:003015,Information Technology (Primary), 29.2 , 2.71 , 3.17 ,-,-, 4.26 , 36.4 , 0.424 , 14.3 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Riying Electronics Co., Ltd. (SHSE:603286)",SHSE:603286,Consumer Discretionary (Primary); Industrials; Information Technology, 66.6 ,-, 2.67 , 19.5 , 4.62 , 1.37 , 9.86 , 0.621 , 19.0 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Rongtai Industry Co., Ltd. (SHSE:605133)",SHSE:605133,Consumer Discretionary (Primary), 20.6 , 4.56 , 2.16 ,-,-, 2.92 , 27.3 , 0.629 , 34.0 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Rutong Petro-Machinery Co., Ltd (SHSE:603036)",SHSE:603036,Energy (Primary), 25.3 , 1.79 , 1.55 , 14.3 , 6.07 , 13.3 , 30.7 , 0.235 ,-,Shanghai Stock Exchange (SHSE),-
"Jiangsu Safety Wire Rope Co., Ltd. (SHSE:603028)",SHSE:603028,Materials (Primary); Materials (Primary), 43.3 , 1.97 , 3.63 , 13.0 , 7.99 , 1.54 , 11.7 , 0.733 , 16.6 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Sainty Corp., Ltd. (SHSE:600287)",SHSE:600287,Industrials (Primary); Communication Services; Consumer Discretionary; Consumer Staples; Materials; Materials, 25.6 , 1.12 , 0.96 , 1.56 , 5.27 , 1.6 , 3.29 , 0.785 , 6.02 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Sanfangxiang Industry Co., Ltd. (SHSE:600370)",SHSE:600370,Consumer Discretionary (Primary); Materials; Materials, 15.9 , 0.628 , 1.89 , 145.8 , 18.9 , 1.35 , 9.82 , 1.17 , 34.7 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Seagull Cooling Tower Co.,Ltd. (SHSE:603269)",SHSE:603269,Industrials (Primary), 18.2 , 2.32 , 1.46 , 17.6 , 8.59 , 1.38 , 10.4 , 0.456 , 22.1 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Shagang Co., Ltd. (SZSE:002075)",SZSE:002075,Materials (Primary); Materials (Primary), 34.0 , 2.52 , 4.91 , 6.99 , 18.0 , 1.69 , 13.8 , 1.17 , 9.26 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Shemar Electric Co.,Ltd (SHSE:603530)",SHSE:603530,Industrials (Primary); Materials; Materials, 56.9 , 3.73 , 6.31 , (1.03)  , 10.9 , 5.32 , 28.2 , 0.484 , 0.02 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Shentong Valve Co., Ltd. (SZSE:002438)",SZSE:002438,Industrials (Primary), 21.9 , 2.33 , 2.37 , 27.0 , 11.4 , 1.92 , 19.7 , 0.456 , 13.8 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Shuangxing Color Plastic New Materials Co., Ltd. (SZSE:002585)",SZSE:002585,Materials (Primary); Materials (Primary), 24.5 , 3.95 , 2.59 , 19.2 , 11.2 , 2.62 , 26.1 , 0.527 ,-,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Sidike New Materials Science & Technology Co., Ltd. (SZSE:300806)",SZSE:300806,Materials (Primary); Materials (Primary), 44.6 , 10.12 , 7.17 ,-, 17.4 , 0.949 , 15.6 , 0.582 , 51.6 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Sihuan Bioengineering Co., Ltd (SZSE:000518)",SZSE:000518,Health Care (Primary),NM, 0.765 , 6.09 , 8.86 , 0.656 , 5.85 , 7.59 , 0.581 , 2.29 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Skyray Instrument Co., Ltd. (SZSE:300165)",SZSE:300165,Health Care (Primary); Information Technology, 103.8 , 0.998 , 1.39 , 4.06 , 1.17 , 2.44 , 11.1 , 0.396 , 17.2 ,Shenzhen Stock Exchange (SZSE),-
Jiangsu SOPO Chemical Co. Ltd. (SHSE:600746),SHSE:600746,Materials (Primary); Materials (Primary), 23.3 , 3.39 , 3.8 , 87.2 , 20.9 , 4.17 , 27.9 , 1.06 , 6.35 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Sunshine Co., Ltd. (SHSE:600220)",SHSE:600220,Consumer Discretionary (Primary); Energy; Health Care; Real Estate; Utilities,NM, 0.455 , 1.98 , (3.37)  , 0.955 , 0.906 , 16.2 , 0.397 , 48.7 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Suzhou Rural Commercial Bank Co., Ltd (SHSE:603323)",SHSE:603323,Financials (Primary), 8.71 , 0.911 , 0.633 , 8.59 , 7.94 ,-,-,-,-,Shanghai Stock Exchange (SHSE),-
"Jiangsu Tianmu Lake Tourism Co.,Ltd (SHSE:603136)",SHSE:603136,Consumer Discretionary (Primary), 37.0 , 3.46 , 2.93 , (2.36)  , 8.69 , 2.09 , 38.7 , 0.263 , 25.5 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu ToLand Alloy Co.,Ltd (SZSE:300855)",SZSE:300855,Materials (Primary); Materials (Primary), 55.8 , 8.01 , 7.31 ,-, 16.6 , 16.2 , 27.9 , 0.631 ,-,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Tongda Power Technology Co.,Ltd. (SZSE:002576)",SZSE:002576,Industrials (Primary), 16.4 , 2.33 , 1.83 , 14.9 , 11.7 , 2.38 , 9.57 , 1.14 , 0.015 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Tongguang Electronic Wire & Cable Co., Ltd. (SZSE:300265)",SZSE:300265,Industrials (Primary); Materials; Materials, 48.1 , 1.92 , 2.59 , (0.18)  , 6.12 , 1.82 , 10.8 , 0.583 , 35.7 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Tongli Risheng Machinery Co., Ltd. (SHSE:605286)",SHSE:605286,Industrials (Primary), 17.1 , 4.36 , 2.55 ,-, 15.7 , 3.93 , 11.1 , 1.62 , 13.1 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Tongrun Equipment Technology Co.,Ltd (SZSE:002150)",SZSE:002150,Consumer Discretionary (Primary); Industrials, 16.3 , 1.24 , 1.52 , 7.18 , 10.8 , 3.95 , 18.9 , 0.807 , 0.86 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Transimage Technology Co., Ltd. (SZSE:002866)",SZSE:002866,Information Technology (Primary); Industrials, 23.4 , 2.88 , 2.21 , 37.8 , 11.2 , 2.03 , 15.1 , 0.797 , 17.2 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Wanlin Modern Logistics Co., Ltd. (SHSE:603117)",SHSE:603117,Industrials (Primary), 50.5 , 0.755 , 1.02 , (4.64)  , 1.32 , 1.27 , 30.8 , 0.123 , 48.1 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Wujin Stainless Steel Pipe Group CO.,LTD. (SHSE:603878)",SHSE:603878,Materials (Primary); Materials (Primary), 14.0 , 1.54 , 1.23 , 16.7 , 8.78 , 2.74 , 11.7 , 0.732 , 8.11 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Wuyang Parking Industry Group Co.,Ltd. (SZSE:300420)",SZSE:300420,Industrials (Primary); Financials; Information Technology, 28.9 , 0.846 , 1.72 , 27.6 , 6.89 , 2.41 , 14.7 , 0.483 , 7.05 ,Shenzhen Stock Exchange (SZSE),-
"JiangSu WuZhong Pharmaceutical Development Co., Ltd. (SHSE:600200)",SHSE:600200,Health Care (Primary); Consumer Staples; Materials; Materials; Real Estate,NM, 1.73 , 2.95 , (7.71)  , (19.5)  , 1.67 , (0.698)  , 0.491 , 41.2 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Xiehe Electronic Co.,Ltd. (SHSE:605258)",SHSE:605258,Information Technology (Primary); Consumer Discretionary, 25.4 , 6.79 , 2.59 ,-, 12.0 , 3.74 , 21.0 , 0.576 , 2.31 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Xinning Modern Logistics Co.,Ltd (SZSE:300013)",SZSE:300013,Industrials (Primary); Information Technology,NM, 0.973 , 10.3 , (3.91)  , (114.6)  , 0.74 , (40.4)  , 0.529 , 63.3 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Xinquan Automotive Trim Co.,Ltd. (SHSE:603179)",SHSE:603179,Consumer Discretionary (Primary); Industrials, 39.6 , 6.82 , 3.63 , 8.39 , 12.1 , 1.82 , 12.1 , 0.642 , 21.8 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Xinri E-Vehicle Co., Ltd. (SHSE:603787)",SHSE:603787,Consumer Discretionary (Primary), 37.0 , 5.17 , 5.05 , 27.1 , 14.6 , 1.16 , 3.26 , 2.01 ,-,Shanghai Stock Exchange (SHSE),-
"Jiangsu Xiuqiang Glasswork Co., Ltd. (SZSE:300160)",SZSE:300160,Consumer Discretionary (Primary); Information Technology, 49.8 , 1.74 , 5.26 , (0.193)  , 10.4 , 1.53 , 13.4 , 0.745 , 17.3 ,Shenzhen Stock Exchange (SZSE),-
"JiangSu Yabaite Technology Co., Ltd. (SZSE:002323)",SZSE:002323,Industrials (Primary),NM, 0.668 , 47.6 , (58.1)  , (60.3)  , 1.21 , (137.2)  , 0.085 , 92.2 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Yabang Dyestuff Co., Ltd. (SHSE:603188)",SHSE:603188,Materials (Primary); Materials (Primary); Industrials; Utilities,NM, 1.17 , 1.43 , (42.3)  , (28.4)  , 1.09 , (44.3)  , 0.16 , 17.0 ,Shanghai Stock Exchange (SHSE),-
Jiangsu Yangdian Science & Technology Co. Ltd. (SZSE:301012),SZSE:301012,Industrials (Primary), 56.1 , 8.24 , 7.16 , (5.41)  , 13.1 , 2.37 , 15.5 , 0.714 , 20.7 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd. (SZSE:002304)",SZSE:002304,Consumer Staples (Primary); Consumer Discretionary; Financials; Health Care; Industrials; Information Technology; Real Estate, 43.5 , 44.92 , 7.54 , 0.735 , 17.9 , 3.04 , 39.2 , 0.393 , 0 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Yangnong Chemical Co., Ltd. (SHSE:600486)",SHSE:600486,Materials (Primary); Materials (Primary); Consumer Staples, 27.7 , 23.16 , 5.27 , 27.6 , 20.4 , 1.65 , 18.2 , 0.958 , 14.4 ,Shanghai Stock Exchange (SHSE),-
"Jiangsu Yawei Machine Tool Co., Ltd. (SZSE:002559)",SZSE:002559,Industrials (Primary), 24.5 , 1.39 , 2.08 , 6.24 , 6.97 , 1.46 , 10.2 , 0.487 , 21.0 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Yida Chemical Co., Ltd. (SZSE:300721)",SZSE:300721,Materials (Primary); Materials (Primary), 134.1 , 7.54 , 2.97 , (3.56)  , 2.11 , 0.628 , 8.71 , 0.505 , 46.8 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Yinhe Electronics Co.,Ltd. (SZSE:002519)",SZSE:002519,Information Technology (Primary); Industrials; Materials; Materials, 25.0 , 0.963 , 1.65 , 0.98 , 6.56 , 2.69 , 21.6 , 0.41 , 6.26 ,Shenzhen Stock Exchange (SZSE),-
"Jiangsu Yitong High-Tech Co., Ltd. (SZSE:300211)",SZSE:300211,Information Technology (Primary), 291.5 , 2.19 , 6.92 , (19.0)  , 2.32 , 8.97 , 21.4 , 0.158 , 1.52 ,Shenzhen Stock Exchange (SZSE),-
